index,ID,Date,User,Text,Language,Category,MentionedUser,Hashtag,Translation,Subjectivity,Polarity,Analysis
1841,1630318984686977024,2023-02-27 21:28:30+00:00,https://twitter.com/DjihadIshimwe,@user @user @user ubwo mwe mwabimenye mubabwire nimba aribo bahegereye badukurikiranire icyo kibazo ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RURA_RWANDA', id=760939879, displayname='Rwanda Utilities Regulatory Authority - RURA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user when you find out tell them if they are the ones who approached us to follow up on the matter,0.0,0.0,Neutral
5754,1573352412844359680,2022-09-23 16:43:41+00:00,https://twitter.com/Jusus58456431,@user @user hari gahunda yuko uyu muriro wabuze muri gicumbi uragaruka vuba cyangwa tugure bougies nyinshi ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GicumbiDistrict', id=418838563, displayname='Gicumbi District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user there is a plan that this missing fire in the lodge comes back soon or we buy more bougies,0.18333333333333335,0.09999999999999999,Positive
2987,1612492795041779712,2023-01-09 16:53:35+00:00,https://twitter.com/Mugisha73356158,@user mwadufasha mumurenge wa @user twabuze umuriro please folded hands folded hands palms up together palms up together ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='nduba', id=194697804, displayname='thandiwe moyo', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user help us in @user's sector we lost fire please folded hands folded hands palms up together palms up together,0.0,0.0,Neutral
8894,1520811157178757120,2022-05-01 17:03:29+00:00,https://twitter.com/ISAACMUGABO12,@user @user nonese iyo cash power yinyongera isabwa irikukiguzi cyishyurwa nkiyambwere muba mwaratanze twifuza kumwnyaneza ibisabwa kuko dukeneye umuriro pee murakoze ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='claverGatete', id=364950540, displayname='Claver Gatete', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user however the additional cash power required is charged as a fee if you have submitted we would like to meet the requirements as we need fire pee thank you,0.0,0.0,Neutral
2071,1626270463373594626,2023-02-16 17:21:07+00:00,https://twitter.com/MoiseMirindi1,@user turabona wagarutse kandi murakoze cyane ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user we see you back and thank you very much,0.13,0.13,Positive
2543,1616872247901175808,2023-01-21 18:55:58+00:00,https://twitter.com/UncleAustinT,@user thank you,en,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user thank you,0.0,0.0,Neutral
4567,1590719530153570304,2022-11-10 14:54:24+00:00,https://twitter.com/EricBright250,@user ese hari ikibazo mwaba mufite ku murongo wa norv ge ko umuriro usigaye ukunda kubura cyane murakoze ,und,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user is there any problem you have on the norv ge line that the rest of the fire tends to disappear a lot thanks,0.2,0.2,Positive
11546,1482421472589144078,2022-01-15 18:36:35+00:00,https://twitter.com/1998Nkunda,@user nibpfa byapfuye,de,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user is dead dead,0.4,-0.2,Negative
6607,1559960655876218880,2022-08-17 17:49:37+00:00,https://twitter.com/NtwaliRwema,@user nayiboherereje muri dm ,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user I sent it to you in dm,0.0,0.0,Neutral
17103,1599701822125801474,2022-12-05 09:46:50+00:00,https://twitter.com/PrestigeOffici4,@user @user have sent you my flight details you gave me boarding pass yesterday and have not been able to fly i get important things to do in nigeria your customer should be your top priority even your representative are not here to address the situation,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user have sent you my flight details you gave me boarding pass yesterday and have not been able to fly i get important things to do in nigeria your customer should be your top priority even your representative are not here to address the situation,0.75625,0.55,Positive
12065,1626931234633920513,2023-02-18 13:06:47+00:00,https://twitter.com/YvanManzi,@user @user mwadufasha mugakemura ikibazo cyamazi cg se mukatubwira igihe bizafata ko tumaze icyumweru twarabuze amazi murakoze,tl,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RubavuDistrict', id=429795251, displayname='Rubavu District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user please help us solve the water problem or tell us how long it will take we have been without water for a week thank you,0.4,-0.05,Negative
6023,1568674852361621505,2022-09-10 18:56:44+00:00,https://twitter.com/reg_rwanda,@user ikibazo cyari gihari cyarakemutse niba muhari mwaduha nomero ya telephone tukabavugisha tukabasura murakoze,tl,reg,"[User(username='nabagize_oswald', id=1413941985136807936, displayname='Nabagize Oswald', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user the existing problem is solved if you can give us a telephone number so we can talk to them and visit them thank you,0.0,0.0,Neutral
12312,1616673548914900994,2023-01-21 05:46:25+00:00,https://twitter.com/NiyomugaboFra13,@user @user @user @user @user @user @user @user ama robine yanyu rwose ntacyo atumariye twirindwa mu gishanga rwose imi kirere yanyu na service mutanga ntabwo ari nziza haba namba ,in,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Umuseke', id=339060766, displayname='Umuseke.rw', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Nyamasheke', id=613416602, displayname='Nyamasheke District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='HabitegekoFran1', id=938535733631094786, displayname='Habitegeko Francis', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='oswaki', id=145337138, displayname='Oswald Oswakim', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TwahirwaIpha', id=550051350, displayname='TWAHIRWA Alphonse', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='JCMusabyimana', id=1339040456, displayname='J Claude Musabyimana', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='rbarwanda', id=871681970, displayname='Rwanda Broadcasting Agency (RBA)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user @user @user @user @user @user your taps are absolutely useless we are stuck in the swamp your air and service is not good at all,0.4,-0.425,Negative
14277,1549033630181298177,2022-07-18 14:09:31+00:00,https://twitter.com/Oliviertype,@user ni gute mushobora gufungira umuntu amazi kandi nta kirarane afite njyewe ubwanjye niyiziye kuri office yanyu branch ya kicukiro nzanye proof of payments muranazifotora muvuga ko muzabikosora ntihaciye kabiri muraje mufunze amazi iyo mikorere ntihwitse,in,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user how can you shut off someone's water and there is no problem?,0.0,0.0,Neutral
9759,1509871735662956549,2022-04-01 12:34:08+00:00,https://twitter.com/tujeanboganza,@user @user @user @user @user @user @user mugize muti hari imidugudu itarabona umuriro ark hari ni ifite umuriro kandi harimo n abaturaniye ama poto bityo turabasab ko mwareba kubusabe bwacu bumaze igihe mukaz kuduha umuriro kko twe ntituri mubo mwavuze mwatubwir ga ko cashpower arizo zidahari none c nanubu ntizirabonek ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Radiorwanda_RBA', id=2210933215, displayname='RADIO RWANDA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AngelMutabaruka', id=1082551201626025984, displayname='Mutabaruka Angeli', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='oswaki', id=145337138, displayname='Oswald Oswakim', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='gatjmv', id=469935873, displayname='Gatabazi Jean Marie Vianney', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,"@user @user @user @user @user @user @user please remember that there are villages that have not received fire, there are some that have fire, including those who have collected pots, so we ask you to look at our request that has been going on for a long time, please give us fire because we are not among the ones you mentioned. cashpower is not available now and will not be available",0.4000000000000001,0.05000000000000001,Positive
8882,1520840895779811328,2022-05-01 19:01:40+00:00,https://twitter.com/mbabazi_margret,@user @user thank you @user the power is back i appreciate your prompt response clapping hands medium light skin tone clapping hands medium light skin tone many blessings to you ,en,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Annemwiza', id=2179651476, displayname='NIWEMWIZA Anne Marie', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user thank you @user the power is back i appreciate your prompt response clapping hands medium light skin tone clapping hands medium light skin tone many blessings to you,0.475,0.325,Positive
13866,1555783253553971200,2022-08-06 05:10:07+00:00,https://twitter.com/MANISHIMWEElys1,@user @user mwaramutse neza @user mwadufasha hano muri kigarama muri bwerankori hari igice kimwe tumaze icyumweru ntamazi tubona kandi ahandi ahari mudufashe pe murakoze kubufasha mugiye kuduha,in,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PMudakikwa', id=377300711, displayname='Pam wa Mudakikwa', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user hello @user please help us here in December in Bwerankori there is one part we have been without water for a week and in other places please help us thank you for the help you are going to give us,0.375,-0.125,Negative
993,1600706260852428801,2022-12-08 04:18:06+00:00,https://twitter.com/AThebuilder,@user @user @user @user great plan infrastructures are pillars of sustainable development flexed biceps ,en,rtda,"[User(username='RTDARwanda', id=1407755102, displayname='Rwanda Transport Development Agency (RTDA)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='korea_rwanda', id=1282600271848321025, displayname='Embassy of the Republic of Korea in Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandainKorea', id=4096456993, displayname='Rwanda in Korea - 주한 르완다 대사관', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaMFA', id=358059957, displayname=""Ministry of Foreign Affairs & Int'l Cooperation"", rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user @user great plan infrastructures are pillars of sustainable development flexed biceps,0.75,0.8,Positive
18558,1531292215477080066,2022-05-30 15:11:28+00:00,https://twitter.com/FuduOmer,@user a country supporting terrorists cannot have its ambassador with us in the drc congo kinshasa @user must be expelled ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='vincentkarega1', id=2751541427, displayname='Vincent Karega', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user a country supporting terrorists cannot have its ambassador with us in the drc congo kinshasa @user must be expelled,0.25,0.25,Positive
16870,1602638105508470784,2022-12-13 12:14:34+00:00,https://twitter.com/FlorenceObinna1,@user my airplane wb th dec was cancelled been e mail and telephone receiver the london amp kigali office but no one answers i need to get to entebbe urgently due to a family emergency dm me @user let me know so i can make alternative plans ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",['rwandair'],@user my airplane wb th dec was cancelled been e mail and telephone receiver the london amp kigali office but no one answers i need to get to entebbe urgently due to a family emergency dm me @user let me know so i can make alternative plans,0.375,-0.125,Negative
9728,1510142112343465986,2022-04-02 06:28:31+00:00,https://twitter.com/MandelaEric6,@user turacyategereje ubufasha bwanyu @user,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user we are still waiting for your help @user,0.0,0.0,Neutral
7081,1552719606862716928,2022-07-28 18:16:17+00:00,https://twitter.com/IshushoT,@user nazibahaye mumfashe,hi,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user I'll give them to you if you help me,0.0,0.0,Neutral
11310,1487773478367416324,2022-01-30 13:03:33+00:00,https://twitter.com/RemyGulin,@user @user @user now we are proud of you we are so happy for that,en,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaLocalGov', id=287538694, displayname='Ministry of Local Government | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user now we are proud of you we are so happy for that,1.0,0.8,Positive
412,1601157171609186304,2022-12-09 10:09:52+00:00,https://twitter.com/nsengeva881,@user ,und,rac,"[User(username='RwandaAirports', id=984349801994178560, displayname='Rwanda Airports (RAC)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user,0.0,0.0,Neutral
1698,1631338990241554433,2023-03-02 17:01:38+00:00,https://twitter.com/SimonMuhire2,@user mu gutanga service mujye munasobanura ikibazo kiba cyabaye service technique mutanga ntabwo inoze rwose mwisubireho pe @user,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PrimatureRwanda', id=440647714, displayname='Office of the PM | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user in providing service please explain the problem that the technical service you are providing is not very good please reply to @user,0.28076923076923077,-0.13461538461538458,Negative
1084,1535288988709396481,2022-06-10 15:53:13+00:00,https://twitter.com/twirichi,@user @user @user @user @user gusa uyu muhanda wabaye overloaded pe ubwinshi bw ibinyabiziga bikoresha uyu muhanda byariyongereye cyane ukeneye kwagurwa mwaba muwuteganyiriza iki ,in,rtda,"[User(username='RTDARwanda', id=1407755102, displayname='Rwanda Transport Development Agency (RTDA)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Annemwiza', id=2179651476, displayname='NIWEMWIZA Anne Marie', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Rwandapolice', id=262573891, displayname='Rwanda National Police', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RTDARwanda', id=1407755102, displayname='Rwanda Transport Development Agency (RTDA)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user @user @user this road has become overloaded and the number of vehicles using this road has increased so much that it needs to be widened what are you planning for it,0.2,0.2,Positive
